campaign_id,country,state,district,start_date,end_date,vaccine_name,target_population,doses_allocated,doses_administered,partner_org,notes
VAC-IND-01002,India,Bihar,Gaya,2024-10-18,10/12/2024,COVID-19,healthcare_workers,22277,20666,Private Clinic,Reported delay due to rains
VAC-IND-01003,India,Karnataka,Belgaum,2024-07-27 00:31:20,2024-09-25,MMR,all_adults,170737,114529,Private Clinic,Cold chain maintained
VAC-IND-01004,India,Bihar,Muzaffarpur,2023-06-14,2023-06-19,Hepatitis B,children_0-5,164122,,Local Health Dept,
VAC-IND-01005,India,Maharashtra,Nagpur,2025-02-07,2025-04-02,Influenza,pregnant_women,111783,67199,Local Health Dept,
VAC-IND-01006,India,Kerala,Kannur,23-06-2023,2023-07-16,Typhoid,children_0-5,30259,10262,,
VAC-IND-01007,India,Assam,Dibrugarh,28-06-2023,2023-07-01,COVID-19,elderly_60+,193569,200576,State Govt,Reported delay due to rains
VAC-IND-01008,India,Kerala, THRISSUR,2023-09-07,2023-09-18,COVID-19,school_children_5-15,196076,87862,,
VAC-IND-01009,India, ODISHA,Bhubaneswar,2025-03-03,2025-04-08,Hepatitis B,school_children_5-15,52220,42904,Red Cross,
VAC-IND-01010,India,Rajasthan,Jaipur,2023-06-12,2023-06-27,Polio,children_0-5,142581,53333,UNICEF,Reported delay due to rains
VAC-IND-01011,India, KARNATAKA,Mysuru,2025-03-19,2025-04-28, INFLUENZA,all_adults,108577,59123,Local Health Dept,Hospital-based
VAC-IND-01012,India,Bihar,Bhagalpur,30-07-2024,2024-08-06,COVID-19,healthcare_workers,129978,122059,,
VAC-IND-01013,India,Odisha,Bhubaneswar,2024-10-14,2024-11-09,Hepatitis B,pregnant_women,159229,49114,IAP,
VAC-IND-01014,India,Tamil Nadu,Tiruchirappalli,2024-10-03,2024-11-22,DTP,all_adults,154438,123396,State Govt,
VAC-IND-01015,India,Gujarat,Rajkot,2023-11-09,2023-12-30,DTP,school_children_5-15,6917,3977, RED CROSS,
VAC-IND-01016,India,Bihar,Gaya,2023-11-06,2023-11-20,MMR,pregnant_women,4796,1572,,
VAC-IND-01017,India, RAJASTHAN,Udaipur,2024-04-11,2024-05-22,DTP,school_children_5-15,113970,43742,WHO,
VAC-IND-01018,India,Uttar Pradesh,Agra,2024-08-15,20/09/2024,MMR,school_children_5-15,57228,12294,Red Cross,Cold chain maintained
VAC-IND-01019,India,West Bengal,Bardhaman,2023-09-07,2023-10-13,MMR,healthcare_workers,190490,71687,,
VAC-IND-01020,India,Karnataka,Mysuru,2024-10-30,27/12/2024,Typhoid,pregnant_women,166665,158162,,Reported delay due to rains
VAC-IND-01021,India,Delhi,North Delhi,13-04-2024,2024-05-25,COVID-19,pregnant_women,65799,43944,,Single-day mega camp
VAC-IND-01022,India,Assam,Silchar,2023-06-16,2023-07-18,DTP,elderly_60+,191295,156088,Local Health Dept,Reported delay due to rains
VAC-IND-01023,India,Maharashtra,Nashik,2024-05-20,2024-05-23,Typhoid,pregnant_women,163200,70944,IAP,Reported delay due to rains
VAC-IND-01024,India,Rajasthan,Jodhpur,2024-01-21 19:38:07,2024-02-11,Typhoid,healthcare_workers,193305,175893,Local Health Dept,
VAC-IND-01025,India,Maharashtra,Nagpur,2024-06-18,2024-07-09,COVID-19,pregnant_women,171322,144737,State Govt,
VAC-IND-01026,India,West Bengal,Bardhaman,2023-11-18,2024-01-08,Polio,healthcare_workers,72210,27403,State Govt,
VAC-IND-01027,India,Maharashtra,Mumbai,18-04-2023,2023-05-26,DTP,healthcare_workers,37659,31140,WHO,
VAC-IND-01028,India,Uttar Pradesh,Meerut,2023-03-12,2023-04-04,COVID-19,school_children_5-15,149536,96977,Red Cross,
VAC-IND-01029,India,Kerala,Thrissur,2023-12-01 07:05:48,27/12/2023,Typhoid,children_0-5,89146,62861, STATE GOVT,Mass camp at community centre
VAC-IND-01030,India,Bihar, MUZAFFARPUR,2023-11-14,2023-11-22,Typhoid,pregnant_women,118071,123591,NHM,
VAC-IND-01031,India,Odisha,Cuttack,2025-09-07,2025-09-24,Hepatitis B,pregnant_women,40511,17124, IAP,
VAC-IND-01032,India,Tamil Nadu,Tiruchirappalli,2023-02-18,2023-04-06,COVID-19,elderly_60+,18315,13324,NHM,
VAC-IND-01033,India,Kerala,Thrissur,2025-01-23,2025-03-20,Polio,school_children_5-15,56278,11736,Local Health Dept,Reported delay due to rains
VAC-IND-01034,India,Delhi,South Delhi,2024-06-08,2024-07-01,DTP,children_0-5,103426,58090,State Govt,
VAC-IND-01035,India,Kerala, THIRUVANANTHAPURAM,04-03-2025,23/04/2025,Polio,school_children_5-15,54392,48247,Local Health Dept,Hospital-based
VAC-IND-01036,India,Tamil Nadu,Madurai,2025-08-07,2025-09-19,MMR,children_0-5,66647,14889,NHM,
VAC-IND-01037,India,Odisha,Puri,2024-11-01,2024-11-29,Hepatitis B,healthcare_workers,43821,40232,Local Health Dept,
VAC-IND-01038,India,Kerala,Thiruvananthapuram,2023-03-05,2023-05-01,DTP,all_adults,72388,34363,,
VAC-IND-01039,India,Karnataka,Hubli,2025-02-02,2025-03-03,MMR,elderly_60+,78479,31433,Local Health Dept,
VAC-IND-01040,India,Bihar,Patna,2025-09-02,2025-09-12,Polio,healthcare_workers,62052,50406,Local Health Dept,
VAC-IND-01041,India,Odisha,Cuttack,2024-03-17,2024-05-02,DTP,elderly_60+,10241,9678,WHO,Mass camp at community centre
VAC-IND-01042,India,Tamil Nadu, MADURAI,2025-09-08,2025-09-28,Influenza,school_children_5-15,71793,26683,State Govt,Mass camp at community centre
VAC-IND-01043,India,West Bengal,Bardhaman,27-09-2025,2025-11-14, HEPATITIS B,pregnant_women,12897,4027,State Govt,
VAC-IND-01044,India,Uttar Pradesh,Meerut,2023-10-26,2023-12-08,DTP,pregnant_women,46103,33606,Local Health Dept,
VAC-IND-01045,India,West Bengal,Howrah,2025-06-03,2025-06-22,DTP,healthcare_workers,87742,78700, RED CROSS,Reported delay due to rains
VAC-IND-01046,India,Bihar, GAYA,2024-11-30,2025-01-25, TYPHOID,elderly_60+,150890,137166,,Single-day mega camp
VAC-IND-01047,India,Rajasthan,Alwar,2023-03-27,2023-05-05,Polio,elderly_60+,144796,50546,IAP,Reported delay due to rains
VAC-IND-01048,India,Uttar Pradesh,Meerut,2025-03-19,2025-05-13,Polio,children_0-5,151762,83829,NHM,
VAC-IND-01049,India, ODISHA,Cuttack,02-01-2023,2023-02-06,Polio,pregnant_women,130314,35526,NHM,Cold chain maintained
VAC-IND-01050,India,Rajasthan,Jaipur,2024-01-27,2024-01-31,COVID-19,children_0-5,54786,55553,Local Health Dept,
VAC-IND-01051,India,Uttar Pradesh,Agra,2023-01-22,2023-02-13,Hepatitis B,healthcare_workers,98781,75923,State Govt,Mass camp at community centre
VAC-IND-01052,India,Maharashtra,Nashik,2024-10-16,2024-11-04,DTP,school_children_5-15,101099,33064,IAP,
VAC-IND-01053,India,West Bengal,Kolkata,25-09-2025,2025-10-03,Polio,school_children_5-15,143036,60770,UNICEF,
VAC-IND-01054,India,Gujarat,Ahmedabad,2024-10-23,2024-12-14,COVID-19,children_0-5,118779,77574, RED CROSS,Mass camp at community centre
VAC-IND-01055,India,Gujarat, AHMEDABAD,2025-10-25,2025-11-14,Polio,school_children_5-15,102258,90661,WHO,Door-to-door drive
VAC-IND-01056,India,Gujarat,Surat,2025-07-14,2025-07-27,Polio,elderly_60+,158080,60366,UNICEF,
VAC-IND-01057,India, WEST BENGAL,Darjeeling,2025-02-10,2025-02-24,Influenza,school_children_5-15,179553,165239,State Govt,
VAC-IND-01058,India,Delhi,South Delhi,2023-02-18,2023-03-16,Polio,pregnant_women,113214,91477,,
VAC-IND-01059,India,West Bengal,Bardhaman,2025-05-14,2025-05-22, HEPATITIS B,elderly_60+,174747,140154,Red Cross,
VAC-IND-01060,India,Delhi,South Delhi,2025-07-02,2025-08-08,Polio,elderly_60+,69445,65662,,
VAC-IND-01061,India,Delhi,North Delhi,30-09-2023,2023-10-28,COVID-19,healthcare_workers,16227,3444,Local Health Dept,
VAC-IND-01062,India,Delhi,North Delhi,14-05-2024,2024-07-07,Influenza,children_0-5,174573,160411,Red Cross,
VAC-IND-01063,India,Delhi,West Delhi,25-10-2023,2023-11-01,Polio,all_adults,19529,12000,IAP,
VAC-IND-01064,India,West Bengal,Kolkata,18-10-2024,2024-10-22,DTP,healthcare_workers,190946,140628,NHM,
VAC-IND-01065,India,Rajasthan,Bikaner,2023-11-19,2023-12-25,DTP,children_0-5,20175,5047,,School-based campaign
VAC-IND-01066,India,Maharashtra,Nagpur,2024-07-22,2024-08-23,Hepatitis B,pregnant_women,90017,88164,Local Health Dept,
VAC-IND-01067,India,West Bengal,Bardhaman,2023-10-09,2023-10-17,MMR,school_children_5-15,90260,26300,Local Health Dept,Cold chain maintained
VAC-IND-01068,India,Karnataka,Mangalore,2024-10-25 18:12:22,2024-11-16, MMR,pregnant_women,88317,71604,Private Clinic,Hospital-based
VAC-IND-01069,India,Delhi,North Delhi,2024-01-25,2024-02-20,DTP,healthcare_workers,145440,133687,,Cold chain maintained
VAC-IND-01070,India,Karnataka,Belgaum,2024-11-21,2025-01-04,Polio,pregnant_women,98803,83243,State Govt,
VAC-IND-01071,India,Kerala,Kozhikode,2023-09-12 17:25:00,2023-09-19,Hepatitis B,healthcare_workers,67297,43262,Local Health Dept,
VAC-IND-01072,India,Maharashtra,Nashik,2025-09-29,2025-11-01,COVID-19,pregnant_women,82588,40254,,
VAC-IND-01073,India,Rajasthan,Alwar,2024-07-03,12/07/2024,Polio,healthcare_workers,180520,46573,,Reported delay due to rains
VAC-IND-01074,India,Odisha,Rourkela,2024-08-05,2024-08-22,Hepatitis B,pregnant_women,158746,101672,NHM,Reported delay due to rains
VAC-IND-01075,India,Delhi,East Delhi,2024-02-21,25/02/2024,MMR,all_adults,24401,25003,,
VAC-IND-01076,India,Gujarat,Bhavnagar,06-12-2023,2023-12-23,DTP,healthcare_workers,1330,897,Private Clinic,
VAC-IND-01077,India,Kerala,Kannur,2025-06-28,2025-08-17,Hepatitis B,pregnant_women,161732,38382, NHM,
VAC-IND-01078,India,Rajasthan,Udaipur,2024-10-21,2024-11-25,Influenza,school_children_5-15,116417,72167,UNICEF,
VAC-IND-01079,India,West Bengal,Darjeeling,2024-03-22,2024-04-19,DTP,healthcare_workers,187915,98110,State Govt,Hospital-based
VAC-IND-01080,India,Kerala,Kannur,2023-02-14,2023-03-11,DTP,children_0-5,5872,4822, PRIVATE CLINIC,
VAC-IND-01081,India,Tamil Nadu,Tiruchirappalli,2023-11-20,2024-01-16,Influenza,children_0-5,136072,133400,Private Clinic,
VAC-IND-01082,India,Delhi,Central Delhi,2023-04-13,19/05/2023,Typhoid,all_adults,119277,42419,Local Health Dept,
VAC-IND-01083,India,Tamil Nadu,Coimbatore,2025-12-02,2026-01-29, MMR,healthcare_workers,14169,5715,State Govt,
VAC-IND-01084,India, KARNATAKA,Belgaum,2023-06-07,2023-06-16,Hepatitis B,pregnant_women,47353,39782,Red Cross,
VAC-IND-01085,India,Maharashtra,Nagpur,18-12-2023,2024-01-22,DTP,elderly_60+,131811,33813,,School-based campaign
VAC-IND-01086,India,Karnataka,Belgaum,2025-01-22,2025-02-11,Polio,elderly_60+,119760,38353,Red Cross,
VAC-IND-01087,India,West Bengal,Darjeeling,2023-01-02,2023-02-07,Hepatitis B,school_children_5-15,178109,179882,Private Clinic,
VAC-IND-01088,India,Rajasthan, UDAIPUR,09-04-2025,15/05/2025,Influenza,children_0-5,44250,41600,,Reported delay due to rains
VAC-IND-01089,India,Kerala,Thrissur,2025-04-24,2025-05-16,Influenza,all_adults,82956,18693,Red Cross,School-based campaign
VAC-IND-01090,India,Tamil Nadu,Tiruchirappalli,2024-05-15,2024-07-14,DTP,school_children_5-15,115588,75446,State Govt,
VAC-IND-01091,India,West Bengal,Kolkata,2024-05-17 20:59:06,2024-06-07,Polio,all_adults,92395,69145,UNICEF,Reported delay due to rains
VAC-IND-01092,India,Rajasthan,Bikaner,2023-03-24 15:04:22,2023-04-17,Influenza,school_children_5-15,133332,39943,,Mass camp at community centre
VAC-IND-01093,India,Bihar,Purnia,2025-01-30,2025-02-27,MMR,pregnant_women,161174,117835,WHO,Door-to-door drive
VAC-IND-01094,India,Gujarat,Rajkot,2025-11-18,2026-01-09,Influenza,all_adults,196829,57004,IAP,
VAC-IND-01095,India,Bihar,Bhagalpur,2023-10-22,2023-11-06,COVID-19,children_0-5,101134,49092,,
VAC-IND-01096,India,Assam,Dibrugarh,05-05-2025,2025-07-03,Influenza,children_0-5,143907,148852, UNICEF,
VAC-IND-01097,India,Gujarat,Ahmedabad,2024-03-24,06/04/2024,DTP,pregnant_women,129863,113713, IAP,Cold chain maintained
VAC-IND-01098,India,Rajasthan,Udaipur,2024-10-30,2024-12-14,Typhoid,healthcare_workers,188342,110796,NHM,
VAC-IND-01099,India,Tamil Nadu,Madurai,2025-11-08,27/12/2025,Typhoid,pregnant_women,13944,7708, UNICEF,Hospital-based
VAC-IND-01100,India,Karnataka,Mysuru,2025-08-08 03:44:34,2025-09-12,MMR,pregnant_women,195148,187552,UNICEF,
VAC-IND-01101,India,Bihar,Patna,2024-10-04 01:27:25,2024-11-28,MMR,pregnant_women,109086,25827,UNICEF,
VAC-IND-01102,India,Gujarat,Rajkot,2024-03-14,2024-05-10,MMR,elderly_60+,64262,23658,IAP,
VAC-IND-01103,India,Kerala,Thiruvananthapuram,2023-11-04,2023-12-08,COVID-19,all_adults,183314,50125,,Cold chain maintained
VAC-IND-01104,India,Uttar Pradesh,Varanasi,2023-06-29,2023-08-28,COVID-19,children_0-5,26706,24440,WHO,Hospital-based
VAC-IND-01105,India,West Bengal,Siliguri,2023-08-09,2023-08-30,MMR,elderly_60+,138410,107994,UNICEF,
VAC-IND-01106,India,Odisha,Sambalpur,2023-07-16,2023-08-02,Polio,elderly_60+,8897,4553,State Govt,Reported delay due to rains
VAC-IND-01107,India,Tamil Nadu,Madurai,2025-04-01,2025-04-19,Influenza,all_adults,81587,43913,Red Cross,
VAC-IND-01108,India,Assam,Guwahati,2023-10-30,2023-11-30,Polio,pregnant_women,189969,125215,NHM,
VAC-IND-01109,India,Bihar,Purnia,2024-09-11 06:57:30,2024-10-25,COVID-19,children_0-5,41533,30921,WHO,
VAC-IND-01110,India,Gujarat,Rajkot,25-03-2025,2025-05-22,Polio,all_adults,35339,31488,IAP,
VAC-IND-01111,India,Delhi,North Delhi,2025-05-01,29/06/2025,Influenza,healthcare_workers,39341,17065,State Govt,Hospital-based
VAC-IND-01112,India,West Bengal,Kolkata,2023-01-19,2023-03-08,COVID-19,all_adults,161686,33054,,
VAC-IND-01113,India,Bihar,Purnia,2024-07-14,2024-09-11,DTP,school_children_5-15,155292,82611,WHO,Cold chain maintained
VAC-IND-01114,India,Gujarat,Ahmedabad,2024-08-05,2024-09-03,DTP,all_adults,16962,17780,NHM,
VAC-IND-01115,India,Tamil Nadu,Chennai,2024-04-14,2024-05-24,Influenza,children_0-5,70064,,NHM,
VAC-IND-01116,India,Maharashtra,Nashik,2023-04-08 08:34:52,2023-06-07,Typhoid,school_children_5-15,109749,,Local Health Dept,
VAC-IND-01117,India,Assam,Dibrugarh,2025-12-29,2026-01-19,Hepatitis B,school_children_5-15,62060,37907,IAP,
VAC-IND-01118,India,West Bengal,Kolkata,2024-11-04,2024-12-07,MMR,elderly_60+,34546,30862,Local Health Dept,
VAC-IND-01119,India,West Bengal,Darjeeling,2023-12-02,22/01/2024,COVID-19,elderly_60+,81631,25316,UNICEF,Mass camp at community centre
VAC-IND-01120,India,Kerala,Kozhikode,2024-01-02,2024-02-02,Hepatitis B,all_adults,131693,128513,,Cold chain maintained
VAC-IND-01121,India,Uttar Pradesh,Lucknow,2024-12-24,2025-02-16,Typhoid,children_0-5,66108,53875,UNICEF,
VAC-IND-01122,India,Odisha,Sambalpur,2024-02-02,2024-03-24,Typhoid,all_adults,8309,4849,UNICEF,
VAC-IND-01123,India,Karnataka,Belgaum,17-09-2025,2025-11-06,Hepatitis B,all_adults,195705,168738,Private Clinic,
VAC-IND-01124,India,Maharashtra,Mumbai,2025-07-16,2025-08-24,DTP,school_children_5-15,174715,123737,WHO,
VAC-IND-01125,India,Kerala,Thrissur,2025-12-02,2025-12-12,Polio,pregnant_women,124606,97220,UNICEF,Mass camp at community centre
VAC-IND-01126,India,Bihar,Bhagalpur,2024-05-18,2024-07-12,MMR,school_children_5-15,10707,3040,Red Cross,Single-day mega camp
VAC-IND-01127,India,Tamil Nadu,Madurai,2025-04-23 16:23:04,2025-05-27,MMR,pregnant_women,79096,19246,Red Cross,School-based campaign
VAC-IND-01128,India,Assam,Tezpur,2023-07-25,03/08/2023,Influenza,healthcare_workers,87999,33816,NHM,
VAC-IND-01129,India, TAMIL NADU,Madurai,13-06-2023,21/07/2023,Polio,pregnant_women,181505,181100,UNICEF,
VAC-IND-01130,India,West Bengal,Kolkata,2024-11-13,2024-11-19,COVID-19,children_0-5,25224,24321,,
VAC-IND-01131,India,Kerala,Kozhikode,2023-11-22,2023-12-30,Influenza,school_children_5-15,65400,24114,UNICEF,
VAC-IND-01132,India,Odisha, CUTTACK,13-12-2023,2024-02-06,COVID-19,school_children_5-15,134110,80287,,
VAC-IND-01133,India,Karnataka,Bengaluru,2025-05-30,2025-07-14,DTP,healthcare_workers,138854,45623,Private Clinic,
VAC-IND-01134,India,Assam,Guwahati,2025-05-10,2025-06-20,Polio,pregnant_women,30544,12372,Red Cross,Door-to-door drive
VAC-IND-01135,India,Karnataka,Mysuru,2023-03-24,2023-04-11,Influenza,elderly_60+,192193,141911,Local Health Dept,Mass camp at community centre
VAC-IND-01136,India,Odisha,Bhubaneswar,2023-01-29,2023-02-22,Typhoid,children_0-5,38349,28901,IAP,
VAC-IND-01137,India,Rajasthan,Udaipur,2025-06-27,2025-08-23,Typhoid,school_children_5-15,54706,23261,NHM,
VAC-IND-01138,India,Tamil Nadu,Chennai,2025-06-06,2025-06-12,MMR,elderly_60+,16121,11813,,
VAC-IND-01139,India,Tamil Nadu,Coimbatore,22-05-2025,2025-06-24, MMR,pregnant_women,139329,87427,NHM,Cold chain maintained
VAC-IND-01140,India, WEST BENGAL,Howrah,2023-11-25,26/12/2023, DTP,elderly_60+,4994,4978,,
VAC-IND-01141,India,Odisha,Rourkela,2025-12-05,2025-12-14,Polio,all_adults,173067,115934,,
VAC-IND-01142,India,Tamil Nadu,Madurai,15-05-2024,29/06/2024,Polio,all_adults,161350,80228,,
VAC-IND-01143,India,Odisha,Sambalpur,2025-05-09,2025-05-12,Polio,all_adults,49618,29999,Local Health Dept,Cold chain maintained
VAC-IND-01144,India,Bihar,Muzaffarpur,2024-12-31,2025-02-02,MMR,all_adults,64694,34967,NHM,
VAC-IND-01145,India, RAJASTHAN, JAIPUR,2023-06-06,2023-08-05,DTP,all_adults,108171,48498,,
VAC-IND-01146,India,Rajasthan,Bikaner,2023-10-05,2023-10-21,Hepatitis B,all_adults,25890,5561,UNICEF,
VAC-IND-01147,India,Kerala,Kozhikode,2024-04-29,2024-05-07,COVID-19,all_adults,157346,94700,Local Health Dept,Mass camp at community centre
VAC-IND-01148,India,Gujarat,Surat,23-04-2025,2025-05-02, MMR,children_0-5,153298,106113,Private Clinic,Reported delay due to rains
VAC-IND-01149,India,Rajasthan,Jodhpur,25-02-2023,2023-04-09, TYPHOID,elderly_60+,175428,80191,NHM,
VAC-IND-01150,India,Karnataka,Mysuru,2023-09-29,2023-10-05,COVID-19,school_children_5-15,59646,13992,NHM,Cold chain maintained
VAC-IND-01151,India,West Bengal,Darjeeling,10-05-2023,2023-05-23,Hepatitis B,elderly_60+,2498,642,,
VAC-IND-01152,India,Delhi,East Delhi,2023-08-11,2023-09-27,Hepatitis B,school_children_5-15,70267,60827,,Reported delay due to rains
VAC-IND-01153,India,Delhi,West Delhi,2025-12-27,12/01/2026,MMR,pregnant_women,111881,80712,Local Health Dept,
VAC-IND-01154,India,Tamil Nadu,Tiruchirappalli,2025-08-10 18:07:50,2025-09-26, HEPATITIS B,children_0-5,14601,14393,,
VAC-IND-01155,India,Delhi,West Delhi,19-04-2024,07/05/2024,COVID-19,elderly_60+,133778,98014,,Reported delay due to rains
VAC-IND-01156,India,Kerala,Kozhikode,2024-06-18,2024-06-29, INFLUENZA,elderly_60+,12039,5770,UNICEF,
VAC-IND-01157,India,Odisha,Sambalpur,14-06-2023,2023-07-07,COVID-19,children_0-5,179108,124342,WHO,Mass camp at community centre
VAC-IND-01158,India,Odisha,Bhubaneswar,2023-06-21,2023-08-11,Polio,elderly_60+,167496,55160,State Govt,
VAC-IND-01159,India,Rajasthan,Udaipur,28-04-2023,17/06/2023,MMR,all_adults,7274,4348,UNICEF,Cold chain maintained
VAC-IND-01160,India,Tamil Nadu,Coimbatore,2023-06-24,2023-07-06,DTP,healthcare_workers,151595,67960,UNICEF,Cold chain maintained
VAC-IND-01161,India,Maharashtra,Nagpur,2025-02-16,2025-03-23,COVID-19,school_children_5-15,7381,1876,Local Health Dept,
VAC-IND-01162,India,Uttar Pradesh,Lucknow,10-01-2025,2025-01-30,Influenza,all_adults,106716,37457,Red Cross,Hospital-based
VAC-IND-01163,India,Uttar Pradesh,Lucknow,2025-01-19,2025-02-01,Polio,children_0-5,98889,92199,,
VAC-IND-01164,India,Assam,Tezpur,2025-07-31,22/09/2025,Influenza,elderly_60+,164182,170677,,Mass camp at community centre
VAC-IND-01165,India, WEST BENGAL,Howrah,2025-12-18,25/01/2026,Polio,school_children_5-15,194094,,Local Health Dept,School-based campaign
VAC-IND-01166,India,Gujarat,Rajkot,2024-05-24,2024-06-20,DTP,pregnant_women,49700,14145,NHM,
VAC-IND-01167,India,West Bengal,Bardhaman,27-08-2024,2024-10-02, DTP,pregnant_women,176004,115808,,Single-day mega camp
VAC-IND-01168,India,Delhi,North Delhi,2025-12-18,2025-12-27,Typhoid,all_adults,66520,15976,Local Health Dept,
VAC-IND-01169,India,Uttar Pradesh,Varanasi,2023-03-28,2023-05-20,Polio,elderly_60+,177644,177995,Local Health Dept,Mass camp at community centre
VAC-IND-01170,India,Gujarat,Rajkot,2024-09-22,2024-10-12,Hepatitis B,healthcare_workers,134974,133781,WHO,
VAC-IND-01171,India,Rajasthan,Alwar,2025-11-28,2025-12-18,Polio,children_0-5,35693,34392,,Mass camp at community centre
VAC-IND-01172,India,Tamil Nadu,Coimbatore,2024-02-24 06:48:52,2024-03-20,Polio,children_0-5,138443,68985,Private Clinic,School-based campaign
VAC-IND-01173,India,Kerala,Thiruvananthapuram,2025-07-20,2025-09-07,Influenza,elderly_60+,32947,26461,UNICEF,
VAC-IND-01174,India, DELHI,East Delhi,2024-10-23 01:56:26,2024-12-19,DTP,pregnant_women,20643,20672,,Single-day mega camp
VAC-IND-01175,India,Odisha,Sambalpur,2023-01-18,2023-02-01,Hepatitis B,children_0-5,7464,1732,IAP,Door-to-door drive
VAC-IND-01176,India,Assam,Tezpur,2023-01-27,2023-02-23,Polio,pregnant_women,167442,102664,UNICEF,Single-day mega camp
VAC-IND-01177,India,Assam,Dibrugarh,2025-03-13,2025-05-05,COVID-19,children_0-5,15689,13027,,
VAC-IND-01178,India,Tamil Nadu,Coimbatore,2024-04-18,2024-05-21,DTP,elderly_60+,7414,7679, RED CROSS,School-based campaign
VAC-IND-01179,India,Assam,Tezpur,2025-11-01,2025-11-19,COVID-19,pregnant_women,88368,27732,WHO,
VAC-IND-01180,India,Rajasthan,Bikaner,29-03-2023,2023-05-11,DTP,all_adults,88971,69632,WHO,
VAC-IND-01181,India,Delhi,East Delhi,2023-02-06 06:55:03,2023-03-14,COVID-19,children_0-5,95218,98659,Private Clinic,
VAC-IND-01182,India,Odisha,Cuttack,2023-07-24 06:16:57,2023-08-17,DTP,healthcare_workers,113167,46672,UNICEF,
VAC-IND-01183,India,Rajasthan,Jodhpur,2024-03-07 08:18:47,2024-03-12, TYPHOID,healthcare_workers,80193,16687,State Govt,
VAC-IND-01184,India,Gujarat,Bhavnagar,2025-12-18,2025-12-23,COVID-19,children_0-5,169618,66464,IAP,Mass camp at community centre
VAC-IND-01185,India,Maharashtra,Thane,2025-01-24 18:45:04,2025-03-19,Polio,all_adults,150993,32265,Local Health Dept,
VAC-IND-01186,India,Assam,Tezpur,11-05-2025,2025-06-19,Polio,healthcare_workers,172668,179419,,
VAC-IND-01187,India,Uttar Pradesh, MEERUT,2025-02-25,2025-04-05,COVID-19,healthcare_workers,87100,56008,Local Health Dept,Hospital-based
VAC-IND-01188,India,Karnataka,Bengaluru,14-01-2024,2024-03-08,DTP,healthcare_workers,77683,71880,,
VAC-IND-01189,India,Odisha,Bhubaneswar,2025-08-26,2025-10-08,Polio,all_adults,109998,25999,Red Cross,Cold chain maintained
VAC-IND-01190,India,Odisha,Cuttack,2025-11-30,2025-12-23,Hepatitis B,elderly_60+,158415,95636,,Cold chain maintained
VAC-IND-01191,India,Uttar Pradesh,Agra,2023-08-30 22:36:39,2023-09-29,Influenza,all_adults,144483,131666,IAP,
VAC-IND-01192,India,Tamil Nadu,Chennai,2025-02-22,2025-03-19,COVID-19,healthcare_workers,19585,11015,State Govt,Door-to-door drive
VAC-IND-01193,India,Bihar,Gaya,25-01-2024,2024-02-17,Typhoid,pregnant_women,197218,89785,Private Clinic,Hospital-based
VAC-IND-01194,India,Tamil Nadu,Salem,2024-07-10,2024-07-15,COVID-19,children_0-5,43555,23373,,Single-day mega camp
VAC-IND-01195,India,West Bengal,Kolkata,2023-04-23,2023-06-13,Influenza,healthcare_workers,53468,54491,IAP,
VAC-IND-01196,India,Kerala,Kannur,2025-12-16,2026-01-29,Typhoid,school_children_5-15,77317,25052,,Single-day mega camp
VAC-IND-01197,India,Bihar, PURNIA,06-02-2024,2024-03-08,Influenza,school_children_5-15,164858,129534,Local Health Dept,
VAC-IND-01198,India,Assam,Silchar,2025-03-11,28/04/2025,Typhoid,all_adults,37129,32425,Red Cross,
VAC-IND-01199,India,Kerala,Kannur,2025-08-29 01:10:36,15/10/2025,COVID-19,all_adults,18009,7918,,
VAC-IND-01200,India,Karnataka,Mysuru,2024-02-20,28/02/2024,Influenza,pregnant_women,82865,39018,,
VAC-IND-01201,India,Karnataka,Mysuru,2023-07-28,2023-08-10,Influenza,healthcare_workers,30022,19828,IAP,
VAC-IND-01202,India,Uttar Pradesh,Agra,2023-09-06,2023-10-07, MMR,healthcare_workers,175579,115618,WHO,School-based campaign
VAC-IND-01203,India,Uttar Pradesh,Lucknow,16-10-2023,2023-11-06,COVID-19,elderly_60+,25276,14386,State Govt,Cold chain maintained
VAC-IND-01204,India,West Bengal,Siliguri,2025-12-30,11/01/2026,Influenza,elderly_60+,194726,173527,,School-based campaign
VAC-IND-01205,India,Gujarat,Bhavnagar,2024-01-09,2024-01-24,MMR,school_children_5-15,110565,93694,State Govt,
VAC-IND-01206,India,West Bengal,Darjeeling,12-05-2024,2024-07-08, DTP,children_0-5,142978,70333,IAP,
VAC-IND-01207,India,Maharashtra,Nashik,2025-05-27,2025-06-06, INFLUENZA,all_adults,184030,166951,,School-based campaign
VAC-IND-01208,India,Maharashtra,Nagpur,2023-01-05,2023-01-17,MMR,school_children_5-15,45310,31953,,Single-day mega camp
VAC-IND-01209,India,Bihar,Bhagalpur,31-01-2023,09/03/2023,Hepatitis B,elderly_60+,27999,18867,UNICEF,
VAC-IND-01210,India,Assam,Dibrugarh,2024-11-01,2024-12-03,Typhoid,school_children_5-15,10837,10920,Local Health Dept,Cold chain maintained
VAC-IND-01211,India,Maharashtra,Pune,17-09-2023,2023-09-22,Polio,elderly_60+,9389,7544,,Cold chain maintained
