outbreak_id,disease,report_date,country,state,district,cases_reported,deaths,severity,confirmed,source_url,notes
OUT-IND-00462,Dengue,2024-03-24,India,West Bengal,Darjeeling,4919,84,high,False,https://news.example/462,
OUT-IND-00463,Measles,2025-06-20,India,Karnataka,Bengaluru,4860,180,low,True,https://news.example/463,Lab confirmed cases
OUT-IND-00464,Cholera,26-10-2023,India,Maharashtra,Mumbai,4992,47,low,False,,
OUT-IND-00465,Dengue,2023-10-14,India,Bihar,Purnia,3150,32,moderate,True,https://news.example/465,Spike after monsoon
OUT-IND-00466,Influenza,2023-04-25 11:19:33,India,Assam,Dibrugarh,2359,55,high,False,https://news.example/466,Hospital admissions rising
OUT-IND-00467,Hepatitis A,2023-11-04,India,Assam,Tezpur,2700,83,low,True,https://news.example/467,Spike after monsoon
OUT-IND-00468,Kala-azar,21-11-2025,India,Delhi,South Delhi,3577,67,low,True,https://news.example/468,Cluster in school
OUT-IND-00469,Cholera,07-05-2025,India,Bihar,Muzaffarpur,4309,40,low,False,https://news.example/469,
OUT-IND-00470,COVID-19,03-11-2024,India,Assam,Jorhat,2145,116,low,Unknown,https://news.example/470,Spike after monsoon
OUT-IND-00471,Scrub Typhus,2024-07-30,India,Rajasthan,Alwar,944,41,moderate,Unknown,https://news.example/471,
OUT-IND-00472,Kala-azar,2023-03-26,India,Odisha,Rourkela,2724,,high,False,https://news.example/472,
OUT-IND-00473,Kala-azar,24-01-2025,India,Assam,Dibrugarh,4165,31,low,Unknown,,Cluster in school
OUT-IND-00474,Influenza,2025-07-14,India,Tamil Nadu,Tiruchirappalli,4040,294,moderate,False,https://news.example/474,
OUT-IND-00475,COVID-19,31-10-2023,India,Rajasthan,Bikaner,4808,127,low,False,https://news.example/475,Spike after monsoon
OUT-IND-00476,Measles,2024-08-05,India,Uttar Pradesh,Varanasi,2544,188,low,False,https://news.example/476,Spike after monsoon
OUT-IND-00477,Hepatitis A,29-11-2024,India,Karnataka,Belgaum,4003,168,low,True,https://news.example/477,Spike after monsoon
OUT-IND-00478,Kala-azar,2024-06-23,India,West Bengal,Siliguri,171,1,moderate,True,https://news.example/478,Lab confirmed cases
OUT-IND-00479,Dengue,02-08-2024,India,Karnataka,Bengaluru,928,25,low,False,https://news.example/479,Lab confirmed cases
OUT-IND-00480,Measles,2025-01-16,India,Uttar Pradesh,Varanasi,1972,90,low,False,https://news.example/480,Reported by PHC
OUT-IND-00481,Dengue,2024-03-15,India,Kerala,Kannur,3963,212,low,True,https://news.example/481,
OUT-IND-00482,Hepatitis A,2023-07-07,India,Tamil Nadu,Salem,3420,26,low,True,https://news.example/482,Reported by PHC
OUT-IND-00483,Influenza,2023-11-21,India,Rajasthan,Udaipur,4744,118,low,Unknown,https://news.example/483,Spike after monsoon
OUT-IND-00484,Kala-azar,2023-03-15,India,Kerala,Kannur,4241,279,low,Unknown,,
OUT-IND-00485,Influenza,2023-06-10,India,Rajasthan,Jodhpur,3027,44,low,False,https://news.example/485,Spike after monsoon
OUT-IND-00486,Measles,2024-03-20 13:15:31,India,Bihar,Gaya,4813,1,moderate,True,https://news.example/486,Lab confirmed cases
OUT-IND-00487,COVID-19,2025-12-26,India,Bihar,Patna,4328,230,low,False,https://news.example/487,Hospital admissions rising
OUT-IND-00488,Scrub Typhus,2024-04-21,India,Delhi,Central Delhi,760,11,moderate,False,https://news.example/488,
OUT-IND-00489,Hepatitis A,2023-03-03,India,Tamil Nadu,Madurai,4578,350,moderate,False,https://news.example/489,Hospital admissions rising
OUT-IND-00490,Cholera,2025-11-27,India,Assam,Silchar,4503,154,low,Unknown,,Hospital admissions rising
OUT-IND-00491,Measles,25-02-2025,India,Tamil Nadu,Madurai,1780,85,low,False,https://news.example/491,Hospital admissions rising
OUT-IND-00492,Scrub Typhus,2024-07-25,India,Karnataka,Belgaum,1251,74,moderate,Unknown,https://news.example/492,
OUT-IND-00493,Measles,2025-11-29,India,West Bengal,Siliguri,998,68,low,True,https://news.example/493,
OUT-IND-00494,Scrub Typhus,2025-10-01,India,Tamil Nadu,Tiruchirappalli,430,13,low,Unknown,https://news.example/494,
OUT-IND-00495,Kala-azar,2024-02-22,India,Bihar,Patna,4030,266,high,False,https://news.example/495,Spike after monsoon
OUT-IND-00496,Hepatitis A,2025-02-27,India,Uttar Pradesh,Meerut,2667,115,moderate,Unknown,https://news.example/496,Reported by PHC
OUT-IND-00497,COVID-19,2023-01-05,India,Rajasthan,Bikaner,2889,217,moderate,False,https://news.example/497,Hospital admissions rising
OUT-IND-00498,Kala-azar,2024-06-24,India,Bihar,Bhagalpur,3394,84,low,False,https://news.example/498,Reported by PHC
OUT-IND-00499,Cholera,2024-06-02,India,Karnataka,Mangalore,504,5,high,Unknown,https://news.example/499,Reported by PHC
OUT-IND-00500,Kala-azar,2023-04-14,India,Uttar Pradesh,Kanpur,679,5,low,Unknown,https://news.example/500,
OUT-IND-00501,Measles,2023-07-27,India,West Bengal,Howrah,2594,140,low,Unknown,,Reported by PHC
OUT-IND-00502,Dengue,22-10-2025,India,Delhi,West Delhi,3898,210,moderate,True,,Hospital admissions rising
OUT-IND-00503,Hepatitis A,2024-02-29,India,Tamil Nadu,Coimbatore,785,,low,Unknown,https://news.example/503,Under investigation
OUT-IND-00504,Scrub Typhus,2025-01-14,India,Maharashtra,Mumbai,4941,136,low,Unknown,https://news.example/504,Reported by PHC
OUT-IND-00505,Influenza,2023-02-12,India,Uttar Pradesh,Meerut,1088,23,low,Unknown,https://news.example/505,Spike after monsoon
OUT-IND-00506,Scrub Typhus,2024-02-01,India,Uttar Pradesh,Meerut,52,3,moderate,Unknown,https://news.example/506,
OUT-IND-00507,Cholera,10-11-2023,India,Kerala,Thiruvananthapuram,1147,70,low,False,https://news.example/507,Cluster in school
OUT-IND-00508,Scrub Typhus,2024-05-04 04:02:18,India,Tamil Nadu,Tiruchirappalli,2014,32,low,True,https://news.example/508,Cluster in school
OUT-IND-00509,COVID-19,2023-03-30,India,Uttar Pradesh,Agra,1649,105,high,False,https://news.example/509,Hospital admissions rising
OUT-IND-00510,Dengue,2024-11-10,India,Gujarat,Vadodara,3449,71,moderate,Unknown,,Lab confirmed cases
OUT-IND-00511,Scrub Typhus,2024-10-05,India,Delhi,East Delhi,64,2,high,Unknown,https://news.example/511,Under investigation
OUT-IND-00512,Influenza,2024-10-15,India,Assam,Guwahati,623,11,low,Unknown,,Hospital admissions rising
OUT-IND-00513,COVID-19,17-01-2025,India,Delhi,South Delhi,1538,29,moderate,True,,
OUT-IND-00514,COVID-19,2024-10-16 13:21:30,India,Odisha,Sambalpur,460,18,low,True,https://news.example/514,
OUT-IND-00515,Dengue,2024-06-26,India,Delhi,East Delhi,4329,321,high,False,https://news.example/515,
OUT-IND-00516,Scrub Typhus,2023-05-13,India,Tamil Nadu,Chennai,2497,8,moderate,True,,
OUT-IND-00517,COVID-19,2024-04-04 06:48:15,India,Uttar Pradesh,Kanpur,54,2,moderate,True,https://news.example/517,
OUT-IND-00518,Dengue,2024-06-23,India,Kerala,Kannur,3678,75,low,False,,
OUT-IND-00519,Hepatitis A,29-11-2024,India,Kerala,Kochi,1390,87,moderate,True,https://news.example/519,Lab confirmed cases
OUT-IND-00520,Influenza,2025-02-05,India,Kerala,Kannur,889,56,low,False,https://news.example/520,Hospital admissions rising
OUT-IND-00521,Scrub Typhus,2024-05-04,India,Odisha,Sambalpur,567,43,low,False,https://news.example/521,
OUT-IND-00522,COVID-19,2024-01-23,India,Assam,Tezpur,604,13,high,False,https://news.example/522,
OUT-IND-00523,Kala-azar,2023-03-30,India,Odisha,Rourkela,2425,90,moderate,Unknown,https://news.example/523,Cluster in school
OUT-IND-00524,Kala-azar,15-10-2025,India,Gujarat,Ahmedabad,3131,1,low,False,,Spike after monsoon
OUT-IND-00525,Cholera,2024-01-09,India,West Bengal,Darjeeling,4760,81,low,True,https://news.example/525,Lab confirmed cases
OUT-IND-00526,Cholera,2025-06-12,India,Kerala,Thrissur,164,0,high,True,https://news.example/526,Spike after monsoon
OUT-IND-00527,Measles,08-01-2023,India,Assam,Silchar,551,3,low,True,https://news.example/527,Hospital admissions rising
OUT-IND-00528,Measles,2024-12-06 21:42:44,India,Rajasthan,Jaipur,4292,251,moderate,True,,Lab confirmed cases
OUT-IND-00529,COVID-19,2025-11-03,India,Odisha,Puri,824,42,low,Unknown,https://news.example/529,Under investigation
OUT-IND-00530,Measles,2025-10-02,India,West Bengal,Kolkata,2605,92,low,Unknown,https://news.example/530,Under investigation
OUT-IND-00531,Kala-azar,2023-09-04 11:25:15,India,Maharashtra,Nagpur,4661,339,low,False,https://news.example/531,Lab confirmed cases
OUT-IND-00532,Kala-azar,2025-10-12,India,Maharashtra,Mumbai,3477,136,moderate,Unknown,https://news.example/532,Lab confirmed cases
OUT-IND-00533,Kala-azar,25-09-2023,India,Rajasthan,Jaipur,4015,134,low,False,https://news.example/533,
OUT-IND-00534,Dengue,2024-09-20,India,Bihar,Purnia,1927,154,low,False,https://news.example/534,
OUT-IND-00535,Cholera,2024-02-14,India,Kerala,Thrissur,3113,109,moderate,True,,
OUT-IND-00536,Dengue,2024-01-23,India,Assam,Jorhat,1958,54,moderate,True,https://news.example/536,Hospital admissions rising
OUT-IND-00537,Measles,2025-12-22,India,Uttar Pradesh,Agra,3912,120,low,False,,
OUT-IND-00538,COVID-19,2025-10-02,India,Assam,Silchar,4131,95,low,False,https://news.example/538,Lab confirmed cases
OUT-IND-00539,Scrub Typhus,2023-09-08,India,Odisha,Rourkela,4675,65,low,True,,Lab confirmed cases
OUT-IND-00540,Hepatitis A,2024-05-15,India,Uttar Pradesh,Lucknow,2269,112,low,Unknown,https://news.example/540,
OUT-IND-00541,Kala-azar,15-09-2025,India,Odisha,Puri,4609,153,low,True,https://news.example/541,
OUT-IND-00542,Hepatitis A,2024-05-22,India,Karnataka,Mangalore,627,21,low,True,https://news.example/542,Cluster in school
OUT-IND-00543,COVID-19,2024-07-10,India,Delhi,Central Delhi,1541,89,moderate,False,https://news.example/543,
OUT-IND-00544,Dengue,2023-07-25,India,Karnataka,Mysuru,3094,202,low,True,https://news.example/544,
OUT-IND-00545,COVID-19,2024-07-11,India,West Bengal,Bardhaman,4745,139,low,True,,
OUT-IND-00546,Cholera,2025-08-28,India,Delhi,East Delhi,1581,107,low,True,https://news.example/546,
OUT-IND-00547,Kala-azar,2025-05-01,India,Rajasthan,Alwar,931,19,moderate,Unknown,https://news.example/547,Reported by PHC
OUT-IND-00548,Scrub Typhus,20-09-2024,India,Karnataka,Belgaum,636,20,moderate,True,https://news.example/548,Reported by PHC
OUT-IND-00549,Measles,2025-04-23,India,Maharashtra,Mumbai,1322,38,moderate,False,https://news.example/549,Reported by PHC
OUT-IND-00550,COVID-19,10-09-2023,India,Maharashtra,Pune,2800,203,low,Unknown,https://news.example/550,Cluster in school
OUT-IND-00551,COVID-19,20-06-2023,India,Maharashtra,Nashik,2017,58,low,False,https://news.example/551,Under investigation
OUT-IND-00552,Kala-azar,2023-04-14,India,Gujarat,Ahmedabad,2047,134,moderate,True,,Under investigation
OUT-IND-00553,Cholera,2024-01-24,India,Kerala,Kannur,611,48,moderate,Unknown,,
OUT-IND-00554,Kala-azar,2025-03-28,India,Gujarat,Vadodara,4216,310,low,False,https://news.example/554,Spike after monsoon
OUT-IND-00555,Cholera,2024-01-28,India,Tamil Nadu,Chennai,1615,92,moderate,True,,Reported by PHC
OUT-IND-00556,Kala-azar,2024-10-16,India,Uttar Pradesh,Agra,3599,50,moderate,Unknown,https://news.example/556,Cluster in school
OUT-IND-00557,COVID-19,2024-01-01,India,Delhi,North Delhi,4792,329,moderate,Unknown,https://news.example/557,Under investigation
OUT-IND-00558,Influenza,2024-08-17,India,Rajasthan,Jaipur,57,1,moderate,False,https://news.example/558,Hospital admissions rising
OUT-IND-00559,COVID-19,05-08-2024,India,Assam,Guwahati,3377,2,high,True,https://news.example/559,
OUT-IND-00560,Kala-azar,2023-04-16,India,Maharashtra,Pune,4146,157,low,Unknown,https://news.example/560,
OUT-IND-00561,Cholera,2023-06-01,India,Assam,Silchar,1204,76,low,Unknown,https://news.example/561,
OUT-IND-00562,Cholera,2024-07-13,India,West Bengal,Howrah,4725,160,low,True,https://news.example/562,Under investigation
OUT-IND-00563,COVID-19,2023-05-07,India,Kerala,Kochi,1126,45,low,Unknown,https://news.example/563,
OUT-IND-00564,Measles,2023-09-14,India,Odisha,Bhubaneswar,2063,100,low,True,https://news.example/564,
OUT-IND-00565,Influenza,2024-06-02,India,Uttar Pradesh,Kanpur,4399,20,moderate,False,https://news.example/565,Reported by PHC
OUT-IND-00566,Measles,2025-10-07,India,Bihar,Purnia,3495,240,low,Unknown,https://news.example/566,Hospital admissions rising
OUT-IND-00567,Kala-azar,2025-07-08,India,Kerala,Thiruvananthapuram,1463,107,moderate,True,,Cluster in school
OUT-IND-00568,Scrub Typhus,2025-10-06 04:18:51,India,Kerala,Thiruvananthapuram,3785,70,low,True,https://news.example/568,Reported by PHC
OUT-IND-00569,Measles,2024-02-29,India,Odisha,Sambalpur,3977,222,moderate,Unknown,https://news.example/569,Under investigation
OUT-IND-00570,Hepatitis A,31-07-2023,India,Karnataka,Belgaum,1387,65,low,False,https://news.example/570,Lab confirmed cases
OUT-IND-00571,Influenza,2025-11-22,India,Rajasthan,Bikaner,326,20,moderate,False,https://news.example/571,Hospital admissions rising
OUT-IND-00572,Influenza,2025-01-22,India,Kerala,Thrissur,580,46,low,Unknown,https://news.example/572,
OUT-IND-00573,COVID-19,01-10-2024,India,Uttar Pradesh,Kanpur,468,30,high,Unknown,,
OUT-IND-00574,Dengue,2025-03-29,India,Assam,Silchar,2839,129,low,False,,
OUT-IND-00575,Kala-azar,2025-01-04,India,Uttar Pradesh,Meerut,2108,91,low,True,,Reported by PHC
OUT-IND-00576,Cholera,22-01-2024,India,Kerala,Kochi,2683,89,low,Unknown,https://news.example/576,Lab confirmed cases
OUT-IND-00577,Dengue,2023-02-23,India,Odisha,Bhubaneswar,4079,54,moderate,False,,Reported by PHC
OUT-IND-00578,Hepatitis A,2024-05-30,India,Uttar Pradesh,Lucknow,1945,36,low,False,,Lab confirmed cases
OUT-IND-00579,Influenza,2023-12-20,India,Maharashtra,Pune,4465,264,low,True,https://news.example/579,Under investigation
OUT-IND-00580,Scrub Typhus,26-06-2025,India,Uttar Pradesh,Varanasi,2623,30,low,True,https://news.example/580,Reported by PHC
OUT-IND-00581,Measles,2024-03-21,India,Karnataka,Hubli,2506,52,low,True,https://news.example/581,Under investigation
OUT-IND-00582,Cholera,03-06-2025,India,Karnataka,Bengaluru,2739,148,moderate,Unknown,https://news.example/582,
OUT-IND-00583,Measles,13-05-2024,India,Rajasthan,Jaipur,2440,95,moderate,Unknown,,
OUT-IND-00584,Hepatitis A,2024-06-01,India,Tamil Nadu,Chennai,715,8,low,False,,Lab confirmed cases
OUT-IND-00585,COVID-19,12-01-2024,India,Bihar,Gaya,2307,146,low,True,,Cluster in school
OUT-IND-00586,COVID-19,2025-10-11,India,Karnataka,Mangalore,1679,33,low,False,https://news.example/586,Spike after monsoon
OUT-IND-00587,COVID-19,2023-05-15,India,West Bengal,Kolkata,2395,31,low,False,https://news.example/587,Lab confirmed cases
OUT-IND-00588,Hepatitis A,25-08-2025,India,Delhi,Central Delhi,1203,16,moderate,Unknown,https://news.example/588,Hospital admissions rising
OUT-IND-00589,Hepatitis A,2025-09-28,India,Delhi,Central Delhi,629,48,low,Unknown,https://news.example/589,Under investigation
OUT-IND-00590,Cholera,02-09-2025,India,Gujarat,Rajkot,3040,55,low,False,https://news.example/590,Cluster in school
OUT-IND-00591,Kala-azar,2024-04-02,India,Rajasthan,Alwar,1317,64,low,True,https://news.example/591,Spike after monsoon
OUT-IND-00592,Scrub Typhus,2025-04-19 02:41:47,India,Uttar Pradesh,Meerut,3738,114,low,Unknown,https://news.example/592,
OUT-IND-00593,Cholera,2024-05-22,India,Tamil Nadu,Chennai,877,62,moderate,Unknown,https://news.example/593,Cluster in school
OUT-IND-00594,Hepatitis A,2024-05-03,India,Rajasthan,Udaipur,1149,35,moderate,Unknown,,Cluster in school
OUT-IND-00595,Cholera,2024-10-09,India,Kerala,Thrissur,3364,160,moderate,False,,Spike after monsoon
OUT-IND-00596,Influenza,2025-07-28,India,Uttar Pradesh,Kanpur,2287,175,moderate,False,https://news.example/596,Reported by PHC
OUT-IND-00597,Measles,2024-06-30,India,Bihar,Bhagalpur,296,16,moderate,Unknown,https://news.example/597,Hospital admissions rising
OUT-IND-00598,COVID-19,05-08-2023,India,Bihar,Gaya,257,14,moderate,Unknown,https://news.example/598,
OUT-IND-00599,COVID-19,13-09-2023,India,Gujarat,Ahmedabad,2418,176,low,Unknown,https://news.example/599,
OUT-IND-00600,COVID-19,2024-09-28,India,Kerala,Thiruvananthapuram,3350,267,low,False,,
OUT-IND-00601,Dengue,2023-05-02,India,Tamil Nadu,Tiruchirappalli,4612,240,low,True,https://news.example/601,Under investigation
OUT-IND-00602,Scrub Typhus,2023-11-18,India,Karnataka,Mysuru,386,21,low,True,https://news.example/602,
OUT-IND-00603,Dengue,2025-12-21,India,Bihar,Muzaffarpur,3956,131,moderate,Unknown,,Cluster in school
OUT-IND-00604,Measles,2025-11-17 14:28:39,India,Tamil Nadu,Coimbatore,4873,256,high,Unknown,,Hospital admissions rising
OUT-IND-00605,Influenza,2023-02-15,India,Tamil Nadu,Tiruchirappalli,4321,98,low,Unknown,https://news.example/605,
OUT-IND-00606,Hepatitis A,2025-01-01,India,Kerala,Kozhikode,3045,201,low,False,https://news.example/606,Spike after monsoon
OUT-IND-00607,Kala-azar,2024-05-18,India,Maharashtra,Mumbai,3771,79,low,False,https://news.example/607,
OUT-IND-00608,Dengue,2023-10-10,India,Karnataka,Hubli,1269,9,moderate,False,,
OUT-IND-00609,Measles,2023-02-26,India,Bihar,Gaya,4005,205,moderate,True,,
OUT-IND-00610,COVID-19,2024-09-25,India,Delhi,Central Delhi,3473,224,moderate,True,https://news.example/610,Reported by PHC
OUT-IND-00611,COVID-19,09-10-2024,India,Bihar,Gaya,983,52,low,Unknown,https://news.example/611,Under investigation
OUT-IND-00612,Measles,26-04-2025,India,Tamil Nadu,Coimbatore,699,54,moderate,False,,Reported by PHC
OUT-IND-00613,Dengue,18-09-2023,India,West Bengal,Bardhaman,3021,27,low,Unknown,https://news.example/613,
OUT-IND-00614,Kala-azar,2023-10-01,India,Delhi,South Delhi,4548,117,moderate,Unknown,,Cluster in school
OUT-IND-00615,Cholera,2025-11-06,India,Bihar,Gaya,2754,,moderate,False,,Hospital admissions rising
OUT-IND-00616,COVID-19,2024-03-09,India,Assam,Jorhat,2415,91,low,Unknown,https://news.example/616,Hospital admissions rising
OUT-IND-00617,Measles,2025-03-10,India,Tamil Nadu,Madurai,4812,156,low,True,,
OUT-IND-00618,Kala-azar,2025-06-08,India,West Bengal,Howrah,3748,186,moderate,False,https://news.example/618,Cluster in school
OUT-IND-00619,COVID-19,2025-02-16,India,Bihar,Bhagalpur,825,2,moderate,False,,Cluster in school
OUT-IND-00620,Measles,2025-06-10,India,Uttar Pradesh,Kanpur,3557,113,low,Unknown,https://news.example/620,
OUT-IND-00621,Kala-azar,2025-01-08,India,West Bengal,Darjeeling,854,37,low,Unknown,https://news.example/621,
OUT-IND-00622,Kala-azar,2024-08-31,India,Maharashtra,Pune,4895,271,low,False,https://news.example/622,Hospital admissions rising
OUT-IND-00623,Kala-azar,2025-05-25,India,Delhi,South Delhi,4091,135,low,Unknown,https://news.example/623,Reported by PHC
OUT-IND-00624,COVID-19,26-12-2024,India,Odisha,Sambalpur,4154,88,low,True,https://news.example/624,Hospital admissions rising
OUT-IND-00625,Influenza,18-06-2025,India,Bihar,Gaya,4335,74,high,False,https://news.example/625,
OUT-IND-00626,Scrub Typhus,2025-09-01,India,West Bengal,Darjeeling,3782,138,moderate,Unknown,https://news.example/626,
OUT-IND-00627,Measles,2023-07-23,India,Uttar Pradesh,Varanasi,4526,258,low,True,https://news.example/627,
OUT-IND-00628,Measles,25-12-2025,India,Odisha,Cuttack,1327,99,moderate,Unknown,https://news.example/628,
OUT-IND-00629,Hepatitis A,2025-10-01,India,Gujarat,Rajkot,2236,159,low,Unknown,https://news.example/629,Cluster in school
OUT-IND-00630,Dengue,2025-06-21,India,Karnataka,Mysuru,1770,47,low,False,,
OUT-IND-00631,Scrub Typhus,2023-12-05,India,Gujarat,Rajkot,1587,80,low,Unknown,https://news.example/631,Under investigation
OUT-IND-00632,Influenza,2025-10-14,India,Uttar Pradesh,Kanpur,2921,28,high,False,,Under investigation
OUT-IND-00633,Influenza,2025-07-17,India,Kerala,Thrissur,4656,26,low,True,https://news.example/633,Hospital admissions rising
OUT-IND-00634,Kala-azar,2025-09-02 08:05:47,India,Kerala,Kochi,2551,13,moderate,True,https://news.example/634,Hospital admissions rising
OUT-IND-00635,Hepatitis A,2025-12-12,India,Assam,Guwahati,4458,0,moderate,False,,Spike after monsoon
OUT-IND-00636,Dengue,2023-09-06,India,Kerala,Kochi,2288,62,low,Unknown,https://news.example/636,Under investigation
OUT-IND-00637,Kala-azar,2024-03-05,India,Delhi,South Delhi,2686,199,moderate,Unknown,https://news.example/637,
OUT-IND-00638,COVID-19,2023-03-02,India,Gujarat,Bhavnagar,1611,,high,Unknown,https://news.example/638,Hospital admissions rising
OUT-IND-00639,Hepatitis A,2024-11-19,India,Kerala,Kannur,2292,56,high,True,https://news.example/639,Lab confirmed cases
OUT-IND-00640,COVID-19,22-11-2025,India,Bihar,Bhagalpur,3970,277,low,True,https://news.example/640,Under investigation
OUT-IND-00641,Measles,2024-08-30,India,Uttar Pradesh,Lucknow,3586,127,low,Unknown,https://news.example/641,
OUT-IND-00642,Kala-azar,2024-11-25,India,Rajasthan,Bikaner,1023,17,low,True,https://news.example/642,Reported by PHC
OUT-IND-00643,COVID-19,2025-04-01,India,Maharashtra,Nagpur,3990,133,moderate,False,https://news.example/643,Cluster in school
OUT-IND-00644,Kala-azar,2025-02-12,India,Kerala,Kannur,275,21,low,Unknown,https://news.example/644,Under investigation
OUT-IND-00645,Measles,2025-07-03,India,Rajasthan,Udaipur,618,5,low,Unknown,https://news.example/645,Hospital admissions rising
OUT-IND-00646,Measles,2023-07-07,India,West Bengal,Howrah,1935,115,low,False,,
OUT-IND-00647,COVID-19,11-03-2024,India,Tamil Nadu,Salem,898,34,low,Unknown,https://news.example/647,Cluster in school
OUT-IND-00648,Hepatitis A,2023-01-30,India,Karnataka,Hubli,23,1,moderate,True,https://news.example/648,Spike after monsoon
OUT-IND-00649,Hepatitis A,2024-01-01 22:57:37,India,Uttar Pradesh,Agra,1144,28,moderate,Unknown,,Cluster in school
OUT-IND-00650,Hepatitis A,2025-01-15,India,Kerala,Kochi,3964,37,low,True,,Under investigation
OUT-IND-00651,Dengue,15-12-2024,India,Bihar,Purnia,944,18,moderate,True,https://news.example/651,
OUT-IND-00652,Influenza,02-01-2023,India,Assam,Tezpur,2734,207,low,False,https://news.example/652,Spike after monsoon
OUT-IND-00653,COVID-19,2024-07-04,India,Maharashtra,Pune,2015,103,low,True,,
OUT-IND-00654,Scrub Typhus,27-06-2025,India,Assam,Tezpur,3615,14,moderate,True,https://news.example/654,Spike after monsoon
OUT-IND-00655,Hepatitis A,2024-05-05,India,Kerala,Kozhikode,3647,26,moderate,Unknown,https://news.example/655,Lab confirmed cases
OUT-IND-00656,Kala-azar,2024-02-08,India,Tamil Nadu,Madurai,3586,195,low,Unknown,https://news.example/656,Cluster in school
OUT-IND-00657,Hepatitis A,08-09-2024,India,Gujarat,Rajkot,2663,95,moderate,False,https://news.example/657,
OUT-IND-00658,Hepatitis A,2024-07-15,India,Tamil Nadu,Chennai,4145,119,moderate,False,,Lab confirmed cases
OUT-IND-00659,Measles,29-02-2024,India,Delhi,East Delhi,4686,324,low,True,https://news.example/659,Under investigation
OUT-IND-00660,COVID-19,2023-02-18,India,Kerala,Kozhikode,1007,17,moderate,True,https://news.example/660,Reported by PHC
OUT-IND-00661,Influenza,2025-07-17 15:04:23,India,Uttar Pradesh,Agra,2179,118,moderate,False,https://news.example/661,
OUT-IND-00662,Hepatitis A,2023-07-22,India,Assam,Guwahati,2541,167,low,Unknown,https://news.example/662,Hospital admissions rising
OUT-IND-00663,Kala-azar,2025-02-27,India,Odisha,Puri,2062,100,low,False,,Under investigation
OUT-IND-00664,Hepatitis A,2025-06-11,India,Bihar,Gaya,2627,18,low,True,https://news.example/664,Under investigation
OUT-IND-00665,Kala-azar,2025-10-23,India,Rajasthan,Jodhpur,1177,38,moderate,True,,
OUT-IND-00666,COVID-19,28-04-2025,India,Odisha,Bhubaneswar,1395,68,low,Unknown,,Under investigation
OUT-IND-00667,Dengue,17-02-2025,India,Maharashtra,Mumbai,1145,55,low,True,,
OUT-IND-00668,COVID-19,2024-01-24 07:15:52,India,Karnataka,Bengaluru,163,1,high,Unknown,https://news.example/668,Spike after monsoon
OUT-IND-00669,Cholera,2024-10-24,India,Rajasthan,Alwar,4081,68,moderate,False,,
OUT-IND-00670,Influenza,2025-04-23,India,Tamil Nadu,Coimbatore,2073,133,low,True,https://news.example/670,Under investigation
OUT-IND-00671,Influenza,23-07-2025,India,Bihar,Purnia,730,21,low,False,https://news.example/671,Under investigation
OUT-IND-00672,Scrub Typhus,28-12-2024,India,Bihar,Gaya,4401,128,low,Unknown,https://news.example/672,
OUT-IND-00673,Measles,16-08-2023,India,Maharashtra,Mumbai,3541,217,high,False,https://news.example/673,Hospital admissions rising
OUT-IND-00674,Hepatitis A,16-03-2025,India,Assam,Dibrugarh,4397,220,low,False,https://news.example/674,Hospital admissions rising
OUT-IND-00675,Dengue,2025-09-12,India,Karnataka,Hubli,4967,24,low,True,,Hospital admissions rising
OUT-IND-00676,Cholera,02-10-2024,India,Bihar,Purnia,1043,24,low,Unknown,https://news.example/676,Spike after monsoon
OUT-IND-00677,Measles,2023-03-26,India,Uttar Pradesh,Lucknow,2883,97,low,False,https://news.example/677,
OUT-IND-00678,Influenza,2023-07-12,India,Delhi,Central Delhi,3482,120,moderate,Unknown,https://news.example/678,
OUT-IND-00679,Kala-azar,2025-02-23,India,Odisha,Cuttack,1971,23,high,True,,Lab confirmed cases
OUT-IND-00680,Kala-azar,2024-08-04,India,Assam,Tezpur,2242,15,low,False,https://news.example/680,Cluster in school
OUT-IND-00681,Hepatitis A,2024-07-27,India,Maharashtra,Nashik,4918,126,high,Unknown,,Under investigation
OUT-IND-00682,Measles,2024-06-26,India,Maharashtra,Pune,2477,51,low,Unknown,,
OUT-IND-00683,Hepatitis A,2024-05-09 04:48:55,India,Karnataka,Mangalore,4006,112,low,False,https://news.example/683,
OUT-IND-00684,Scrub Typhus,2025-01-01,India,Delhi,East Delhi,1846,79,low,True,https://news.example/684,
OUT-IND-00685,Dengue,2023-08-05,India,West Bengal,Siliguri,2024,147,moderate,True,https://news.example/685,Cluster in school
OUT-IND-00686,Measles,2024-12-09,India,Delhi,Central Delhi,805,32,moderate,True,https://news.example/686,
OUT-IND-00687,Measles,2024-11-07,India,Gujarat,Bhavnagar,2360,121,low,Unknown,https://news.example/687,
OUT-IND-00688,Kala-azar,2023-03-30,India,Assam,Tezpur,917,14,low,False,https://news.example/688,Cluster in school
OUT-IND-00689,Kala-azar,2023-06-29 05:05:50,India,Uttar Pradesh,Agra,734,43,low,True,,
OUT-IND-00690,Measles,2023-04-04,India,Assam,Guwahati,2262,48,low,True,https://news.example/690,
OUT-IND-00691,Hepatitis A,2025-05-06,India,Odisha,Sambalpur,2072,1,moderate,False,https://news.example/691,Cluster in school
OUT-IND-00692,Cholera,2024-05-04,India,West Bengal,Bardhaman,3784,259,high,False,https://news.example/692,Reported by PHC
